id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2327	client selection	0.2237	0.0861	3	55	94	11	2023.3636	30.6364	1.9827
2344	clocks	0.311	-0.4478	1	71	103	11	2023	4.8182	0.3453
2354	cloud	-0.2392	0.4734	3	742	6435	701	2021.388	59.6776	1.4745
2365	cloud computing	-0.2023	0.3387	3	897	12816	1271	2021.9009	39.4107	1.4185
2412	cloud storage	-1.0263	0.4987	4	71	133	17	2022.5294	29.8824	1.208
2428	cloud-edge computing	-0.696	0.2042	4	95	160	29	2022.4138	32.2759	1.4631
2471	cloudlet	-0.0726	0.6447	3	130	246	23	2020.4348	129.2174	2.6614
2479	cloudlets	0.1182	0.3115	3	140	273	24	2019.9583	111.2083	1.9246
2498	clustering	-0.0584	0.3485	5	165	302	42	2022.1667	15.6905	0.5904
2500	clustering algorithms	0.2285	-0.0257	5	182	373	36	2023	12.0833	0.8278
2512	cnn	-0.5384	-0.7563	1	95	183	35	2022.5429	11.1429	0.489
2540	coalition game	0.8394	0.455	6	66	79	7	2023	15	0.7919
2568	codes	0.2073	-0.376	2	70	100	16	2022.25	6.4375	0.3432
2599	cognitive radio	0.7776	0.0922	2	108	169	19	2021.1053	19	0.6916
2618	collaboration	0.4741	-0.2909	5	403	1685	150	2023.1533	19.1533	1.1954
2637	collaborative computing	0.2361	-1.1165	7	56	87	10	2021.9	20.8	0.7863
2643	collaborative edge computing	0.6087	0.0602	5	85	145	20	2022.25	27.6	1.2693
2650	collaborative inference	0.1689	-0.8244	1	55	80	11	2023.5455	13.2727	0.877
2683	collaborative work	-0.6754	-0.5815	1	176	500	49	2021.6531	64.2449	2.8491
2699	collision avoidance	0.14	-0.3565	1	69	77	8	2022.25	33.5	1.6384
2745	communication	0.5184	-0.2396	2	636	4326	438	2022.2123	40.9269	1.5823
2762	communication efficiency	-0.2265	-0.9032	1	69	120	14	2022.8571	43.5	2.276
2768	communication networks	-0.1057	-0.0996	4	74	103	11	2021.5455	16.6364	0.8165
2780	communication system security	0.3215	-0.6239	2	95	160	16	2021.6875	25.75	1.8942
2783	communication technologies	-0.4424	0.6754	3	90	123	9	2021.1111	52.5556	1.5956
2790	communication-networks	1.1031	-0.1924	2	72	93	9	2022.4444	44.5556	2.5442
2846	complexity theory	0.4817	-0.4438	2	173	335	27	2023.5185	15.7037	0.7651
2857	comprehensive survey	-0.4703	0.6219	3	124	216	17	2021.8235	92.2941	3.1689
2862	compression	-0.14	-0.621	1	125	208	28	2021.8929	26.6429	0.7897
2871	computation	0.7596	-0.1554	2	371	1410	152	2022.3947	41.0658	1.2651
2880	computation efficiency	0.3587	-0.8492	1	67	99	10	2022.6	40.7	1.5345
2891	computation offloading	0.9776	0.262	2	496	3794	417	2022.1463	52.4436	1.6837
2895	computation offloading method	0.398	0.8488	5	63	112	9	2021.7778	53.6667	1.8629
2904	computation rate maximization	1.1687	-0.3169	2	158	446	44	2022.5	42.5455	1.587
2928	computational efficiency	0.2007	-0.475	1	198	430	39	2023.9231	6.4103	0.8168
2939	computational modeling	0.2782	-0.4104	1	790	8890	810	2022.8716	30.416	1.3856
2941	computational offloading	0.6201	0.3935	2	135	271	32	2022.7812	24.6875	1.3228
2969	computer architecture	-0.1993	0.1783	3	659	3987	348	2022.3218	30.3477	1.2692
2971	computer crime	-0.3023	0.2293	6	94	169	15	2023.3333	63.6	3.885
2978	computer science	0.0152	0.3862	3	81	110	10	2022.7	22.5	1.2919
2979	computer security	-0.9223	-0.1767	4	57	77	8	2021.375	63	3.2688
2982	computer vision	-0.4606	-0.5908	1	115	195	33	2022.4848	15.8182	1.0749
2986	computing	0.0379	0.1796	3	85	127	14	2022.4286	45.6429	1.5814
2990	computing architecture	-0.574	0.3797	5	71	100	9	2021.8889	12	0.6026
2993	computing continuum	-0.4927	1.0278	3	48	79	9	2023.7778	20.8889	1.7954
3008	computing offloading	1.074	0.1314	2	102	193	26	2022.5769	49.2308	1.9048
3121	connected vehicles	0.1639	-0.1371	1	246	588	65	2022.3077	34.6769	1.2545
3126	connectivity	0.4822	-0.1308	2	71	91	11	2021.7273	21.6364	1.0478
3131	consensus	-0.3445	0.4997	4	157	356	37	2022.1622	61.9459	1.8045
3132	consensus algorithm	-0.9571	0.7064	4	63	126	16	2023.4375	16.0625	1.0164
3134	consensus mechanism	-0.6347	0.5737	4	59	95	10	2022.6	9.8	0.4988
3139	consensus protocol	-0.3995	0.6843	4	79	144	13	2023.6154	4.0769	0.9935
3147	consortium blockchain	-0.1129	0.7033	4	70	99	9	2021.2222	94	2.2905
3179	consumer electronics	-0.2167	-0.2979	1	121	213	23	2024	8.8261	1.1549
3184	consumption	-0.1658	-0.0792	1	129	229	28	2021.1429	31.4643	1.1062
3194	container	-0.3147	0.8343	3	75	168	24	2022	12.2917	0.5723
3222	containerization	-0.2618	0.7356	3	59	78	8	2021.5	24.125	0.7192
3224	containers	-0.2197	0.5992	3	190	517	53	2022.1509	17.6226	0.7577
3231	content caching	0.4664	0.8005	3	87	133	14	2022	64.5	3.1856
3234	content delivery	0.2331	0.7808	3	75	94	12	2021.8333	86.75	2.3264
3258	context	-0.7485	-0.0279	3	88	133	18	2021.4444	25.2222	0.9119
3272	context-aware	-0.6097	0.5226	3	57	80	11	2020.8182	37.7273	1.109
3318	contract theory	0.9233	0.5023	6	93	174	15	2022.8667	42.9333	1.5782
3321	contracts	0.8413	0.7051	6	102	223	18	2022.6667	28.1667	1.2666
3334	control systems	0.1479	-0.0598	1	67	96	10	2022.7	27.4	1.0656
3350	convergence	0.2264	-0.7913	1	215	723	72	2023.1111	23.0278	1.4113
3365	convex optimization	1.0979	0.0444	2	111	192	18	2022.3333	86.0556	2.5702
3374	convolution	-0.2921	-0.9519	1	71	140	18	2022.4444	13.8333	0.5464
3391	convolutional neural network	-0.4996	-0.4683	1	92	143	33	2022.8485	12.2424	0.6655
3392	convolutional neural network (cnn)	-0.3798	-0.8303	1	82	124	16	2022.375	27.5	1.2741
3394	convolutional neural networks	-0.3281	-0.8124	1	175	363	45	2023.0444	13.9778	0.7911
3398	convolutional neural-network	-0.3725	-0.5682	1	95	142	16	2021.8125	93.75	2.7367
3399	convolutional neural-networks	-0.5682	-0.4807	1	52	70	10	2021.6	72.7	2.0305
3406	cooperation	1.1605	0.0895	2	123	237	24	2021.875	35.9167	1.4129
3476	core network	-0.2631	0.7023	3	58	82	7	2021.1429	49	1.9979
3488	correlation	-0.0289	-0.5909	1	115	159	18	2022.8333	23.2222	1.1019
3501	cost	0.1945	0.6937	5	158	367	43	2021.7674	42.6744	1.129
3525	costs	0.4711	0.1409	5	511	2845	249	2023.7149	11.3092	1.2854
3544	coverage	0.7053	-0.1273	2	96	138	13	2021.6154	20.6923	0.9822
3556	covid-19	-0.8922	-0.3059	1	125	234	40	2021.8	27.5	1.009
3684	crowdsensing	-0.0453	0.1012	4	114	186	20	2021.85	26.4	0.9292
3688	crowdsourcing	-0.0401	-0.0987	1	90	141	18	2020.6111	49.9444	1.2531
3704	cryptography	-0.9299	0.2684	4	194	610	67	2022.0299	34.209	1.2556
3761	cyber security	-0.887	0.0424	4	118	208	23	2021.6087	78.087	1.5645
3780	cyber-physical system	-0.8466	0.0649	4	84	106	13	2022.7692	40.0769	2.407
3783	cyber-physical systems	-0.6913	0.1408	3	185	404	48	2021.4583	37.25	1.4684
3789	cyber-security	-1.0835	-0.0169	4	86	136	13	2022.1538	62.4615	2.0664
3793	cyberattack	-1.1172	-0.1869	4	52	76	8	2022.75	19	1.0709
3802	cybersecurity	-0.9946	-0.1038	4	168	373	44	2023.1136	35.8636	1.3239
3811	cybertwin	-0.0728	-0.3066	3	73	99	7	2022.5714	34	1.6009
3850	data acquisition	0.4289	-0.5806	2	73	89	9	2021.5556	24.7778	1.5985
3852	data aggregation	-0.886	0.1573	4	164	414	48	2021.7083	60.9167	1.3034
3853	data aggregation scheme	-1.0249	0.2539	4	66	108	10	2021.5	34.3	1.2382
3856	data analysis	-0.713	-0.3492	1	112	218	32	2021.8125	27.5	1.1541
3857	data analytics	-0.8228	0.2169	3	224	596	65	2021.5538	49.6769	1.6713
3877	data centers	0.1839	0.5238	3	130	243	24	2021.4167	21.7917	0.7368
3884	data collection	0.191	0.0314	4	161	323	36	2021.9444	29.7778	0.9635
3886	data communication	-0.0389	0.1457	3	115	191	19	2021.4737	29.9474	1.1547
3892	data compression	-0.0267	-0.9128	1	69	116	22	2022.0909	14.4545	0.3921
3910	data dissemination	-0.088	0.4745	3	77	88	11	2020.0909	80.6364	2.5665
3934	data fusion	-0.709	-0.0931	1	121	199	24	2021.9167	36.3333	1.1373
3948	data integrity	-0.6	0.223	4	98	183	22	2023.0455	15.3636	0.8151
3962	data management	-0.5724	0.982	5	52	86	10	2022.9	18.6	1.3499
3967	data mining	-0.3051	-0.3622	1	170	343	42	2022.2381	16.2857	0.5587
3971	data models	-0.2192	-0.6388	1	495	2970	292	2023.1438	29.3562	1.5822
3978	data offloading	0.4038	0.6168	2	83	127	17	2021.8235	18.7647	0.7492
4001	data privacy	-0.8247	-0.0843	4	312	1181	119	2022.5462	43.4706	1.9868
4006	data processing	-0.2379	-0.1063	4	171	320	34	2022.3235	22	0.8524
4021	data reduction	-0.4688	-0.6382	1	59	80	9	2022.8889	24.2222	1.0342
4040	data security	-1.161	0.3486	4	107	225	28	2022.3929	87.0714	1.9773
4051	data sharing	-0.8873	0.4994	4	117	239	26	2022.6923	31.9615	1.5333
4096	data-collection	0.5362	-0.0872	2	168	323	38	2022.1316	29.5526	1.1569
4119	data-management	-0.5149	0.3732	3	58	79	7	2021.2857	71	1.9312
4129	databases	-0.3294	-0.5972	1	76	97	12	2022.6667	6.6667	0.2585
4188	decentralized	-0.5783	-0.3587	4	62	82	7	2022.4286	17.7143	0.7301
4223	decision	0.6872	0.9803	6	52	79	8	2022.375	23.875	1.2184
4225	decision making	0.4019	0.3329	6	195	401	39	2022.6667	22.0769	1.2212
4236	decision-making	-0.6856	-0.0382	3	104	152	18	2022.1111	17.1111	1.1671
4241	decoding	0.5734	-0.603	2	114	202	19	2022.7895	8.7368	0.7724
4254	deep	-0.2439	-0.327	1	201	466	52	2022.3846	76.6346	2.5121
4270	deep deterministic policy gradient	1.2831	0.1169	2	56	83	10	2023.1	25.1	1.3419
4271	deep deterministic policy gradient (ddpg)	1.0761	0.3834	2	97	192	16	2023.25	44.4375	2.0548
4279	deep learning	-0.4325	-0.5605	1	568	2993	404	2022.4233	38.0099	1.4006
4280	deep learning (dl)	-0.2744	-0.5264	1	207	403	43	2022.6047	45.2093	2.0607
4283	deep learning approach	-0.9612	-0.442	1	66	106	12	2022.3333	55.25	2.1559
4308	deep neural network	0.2349	-0.8682	1	92	154	20	2022.05	26.45	1.1683
4309	deep neural network (dnn)	0.6172	-0.0352	6	65	96	9	2021.3333	54.8889	1.4756
4322	deep neural networks	-0.3336	-0.7591	1	91	164	27	2022.037	29.2963	1.4506
4324	deep neural networks (dnns)	-0.3229	-0.8916	1	53	75	10	2022.3	24.8	1.1253
4334	deep q-network	0.9949	0.5118	2	58	86	11	2023.3636	12.7273	1.2365
4340	deep reinforcement learning	0.6869	0.2934	2	426	2182	273	2023.2564	23.1429	1.5167
4342	deep reinforcement learning (drl)	0.9246	-0.0736	2	382	1800	181	2023.0497	31.7569	1.6223
4391	delay	0.6733	0.4651	5	277	912	99	2021.7374	22.1717	0.7813
4402	delay minimization	0.9618	-0.3707	2	106	202	16	2023.4375	9.5	0.7311
4421	delay-minimization	1.2556	-0.1414	2	68	103	9	2021.3333	92.6667	2.0913
4435	delays	0.8819	0.1905	2	605	5329	457	2022.7615	25.1816	1.3485
4443	delivery	0.3367	0.7649	3	118	226	29	2021.7931	42.2759	1.2963
4445	demand	-0.394	-0.1513	1	82	125	13	2021.2308	28	0.9072
4448	demand response	-0.4585	-0.2697	1	96	147	15	2021.2	44.4	1.2899
4466	denial-of-service attack	-0.0147	0.4188	6	65	105	8	2023.375	12.625	1.953
4480	dependability	-0.7558	0.7643	3	55	81	10	2021.3	36	1.3926
4496	deployment	0.5004	0.2786	2	243	621	65	2022.1692	39.8154	1.6828
4513	design	0.2816	-0.3455	2	581	3238	384	2022.026	35.9896	1.3624
4535	detection framework	-1.0005	0.0784	3	61	84	6	2023	43.1667	2.9071
4539	detection system	-0.8517	-0.4068	1	81	144	18	2021.6667	37.8333	1.71
4543	detectors	-0.0691	-0.7651	1	60	96	11	2022.8182	10.5455	0.4525
4556	device	-0.411	-0.6116	1	98	148	25	2022.04	58.04	1.2806
4594	device-to-device (d2d)	1.1111	0.0942	2	62	87	9	2022.6667	12.1111	0.6803
4600	device-to-device communication	0.8258	0.1555	2	143	315	30	2022.9667	31.2333	1.5716
4604	devices	-0.4833	-0.1408	1	182	355	44	2022.1818	36.0909	1.3914
4608	devops	-0.8651	0.6046	3	53	81	10	2021.5	20.5	0.893
4609	dew computing	-0.358	0.7722	3	66	108	13	2022.0769	19	0.7654
4615	diagnosis	-0.8822	-0.3519	1	111	207	29	2022.2069	27.6897	1.3347
4634	differential evolution	0.9537	0.3197	5	82	135	16	2021.9375	18.375	0.893
4640	differential privacy	-0.7095	-0.2201	4	164	417	54	2022.537	30.6296	1.4226
4641	differential privacy (dp)	-0.9093	-0.5001	4	50	74	8	2022.125	56.625	1.635
4685	digital twin	0.0649	0.0579	3	280	845	95	2023.1684	35.2105	1.8676
4686	digital twin (dt)	0.6671	0.1951	6	149	325	31	2023.8065	25.3226	2.0208
4700	digital twins	0.0854	0.0192	3	177	406	39	2023.8974	39.5641	2.4999
4723	directed acyclic graph	0.3416	0.6312	5	59	80	12	2023.5	9.9167	0.89
4758	disasters	1.3228	-0.2348	2	55	78	6	2024.1667	5.3333	0.9359
4766	discovery	-0.3129	-0.0559	3	95	136	16	2020.8125	23.875	0.7301
4799	dispatching	0.8126	-0.0667	5	55	76	8	2022.625	24.625	1.01
4830	distributed algorithms	0.3486	-0.7175	6	59	84	9	2020.4444	31.5556	0.6886
4857	distributed computing	-0.0099	0.1123	3	192	440	49	2021.8776	26.5102	0.8749
4873	distributed databases	-0.4069	-0.3057	1	174	423	45	2022.6	30.9778	1.4524
4918	distributed learning	-0.5238	-0.7108	1	77	153	19	2022.3684	21.3158	1.1735
4921	distributed ledger	-0.5138	0.6122	4	63	107	12	2021.8333	24	0.963
4928	distributed machine learning	-0.7691	-0.6175	1	64	90	19	2022.8421	82.7368	1.5119
4948	distributed optimization	0.6588	0.8559	5	80	141	14	2022.7857	18.2143	1.0822
4980	distributed systems	-0.2374	0.3746	5	126	241	31	2022.3548	58.9032	1.6057
5026	dnn inference	0.4149	-0.2975	5	77	106	14	2023.4286	9.2143	0.9224
5040	docker	-0.4984	0.6699	3	100	209	28	2021.5714	25.7857	0.6658
5067	double auction	1.1604	0.8847	6	52	83	9	2022.3333	28.7778	1.26
5088	downlink	0.7092	-0.4142	2	131	230	23	2022.3478	29.6522	1.4699
5107	driven	0.4249	0.1537	5	67	80	6	2022.1667	19.5	0.5769
5126	drl	0.6837	0.1478	2	102	183	19	2023.7368	12.8947	1.653
5136	drones	-0.0743	-0.0493	4	194	404	40	2022.325	32.675	1.5022
5281	dynamic scheduling	0.6937	0.3974	5	274	988	82	2023.6341	16.2927	1.1161
5369	eavesdropping	1.0708	-0.8083	2	60	109	11	2023.2727	5.7273	0.7448
5404	ecosystems	-0.2923	0.1558	3	116	177	19	2022.0526	33.4211	1.0849
5405	edge	0.2115	0.4268	3	677	5223	561	2022.4153	25.8824	1.1301
5408	edge ai	-0.7245	-0.6136	1	123	260	28	2022.75	44.4286	2.7611
5420	edge caching	0.1323	0.2399	3	110	179	22	2022.1364	32.0455	1.5018
5422	edge cloud	0.0622	0.8073	3	101	155	20	2021.8	52.5	1.7775
5438	edge computing	-0.2388	0.048	1	995	27897	3742	2022.0973	31.7397	1.1225
5439	edge computing (ec)	-0.1305	-0.1905	1	233	650	76	2022.6974	26.6974	1.2122
5465	edge computing systems	0.6402	0.1678	2	93	118	10	2022.4	53.2	1.8226
5489	edge devices	-0.4881	-0.7756	1	86	125	22	2022.7727	16.0909	0.7559
5503	edge intelligence	-0.1028	-0.3971	1	336	1040	115	2022.7652	47.2522	1.8278
5504	edge intelligence (ei)	0.0543	-0.607	1	62	79	7	2022.5714	25.2857	1.4182
5552	edge server	0.3975	0.6984	6	55	78	11	2022.2727	37.1818	1.095
5596	edge-cloud	0.109	-0.0914	1	73	97	12	2022.8333	10.6667	0.738
5598	edge-cloud collaboration	0.3741	-0.25	6	72	110	18	2022.7778	20.5	0.8601
5603	edge-cloud computing	0.3157	0.3063	5	80	139	18	2022.0556	18.9444	1.0059
5613	edge-computing	-0.7539	-0.1108	1	98	138	20	2022.05	26.35	0.7809
5674	efficiency	0.5642	-0.3481	2	201	396	46	2022.2609	24.8478	1.1566
5677	efficient	-0.4674	0.3303	4	482	2179	245	2022.1429	32.9592	1.2935
5697	efficient resource-allocation	0.8213	-0.172	2	124	228	22	2022.2273	27.5455	0.9451
5710	ehealth	-0.2941	-0.0851	3	72	106	10	2021.8	19	0.8753
5756	electric vehicles	-0.0421	0.2315	1	106	165	19	2021.3684	39.1579	1.4072
5806	electronic mail	0.1614	0.1912	5	88	124	11	2023.5455	7.8182	1.5864
5825	elliptic curve cryptography	-0.903	0.4149	4	76	149	22	2020.7727	31	1.2456
5860	embedded systems	-0.6619	-0.6797	1	91	165	24	2021.7083	20.9583	0.6451
5909	emotion recognition	-0.523	-0.8348	1	58	91	13	2021.6923	34.7692	1.0547
5926	enabled internet	0.1661	1.0614	5	67	108	8	2022.25	57.375	1.992
5931	enabling technologies	-0.5606	0.1781	3	169	328	28	2021.3571	166.4643	4.6383
5933	encoding	0.1611	-0.3919	2	94	156	19	2022.5789	9.2632	0.5675
5938	encryption	-0.9788	0.1518	4	243	906	108	2022.4352	24.1667	1.2731
5970	energy	0.3904	0.2261	2	495	2273	257	2021.9027	41.2802	1.3602
5984	energy consumption	0.8682	-0.087	2	597	5197	459	2022.8235	27.2593	1.4369
5997	energy efficiency	0.3694	-0.4147	2	496	2184	245	2022.1551	27.4857	1.1137
5998	energy efficiency (ee)	0.6233	-0.1638	2	63	84	9	2022.6667	30.3333	1.8534
6003	energy efficient	0.617	-0.4704	2	77	124	15	2023	19.8	1.3126
6022	energy harvesting	0.5433	-0.5471	2	244	726	80	2021.975	32.5125	1.2777
6023	energy harvesting (eh)	0.9225	-0.6602	2	117	266	25	2022.4	33.24	1.2329
6032	energy management	-0.3087	0.1101	1	192	423	44	2021.2955	38.7955	1.6044
6039	energy minimization	0.9402	-0.4902	2	82	153	17	2022.2941	27.9412	0.9853
6051	energy saving	0.8459	0.8987	9	51	78	11	2021.4545	35	1.0234
6080	energy-consumption	0.4659	0.0922	5	120	196	18	2021.8333	35.0556	1.3908
6085	energy-efficiency	0.1413	-0.2035	1	115	163	17	2021.5882	33.1176	0.821
6086	energy-efficient	0.4329	0.463	2	277	885	93	2022.1398	27.4516	1.2087
6114	engines	-0.2288	0.155	3	61	86	10	2022.6	7.1	0.3761
6131	ensemble learning	-0.8644	-0.4761	1	76	122	14	2022.5714	34.5714	1.1836
6151	entropy	-0.1356	-0.1323	5	88	116	13	2021.5385	24.4615	1.6716
6157	environment	-0.5813	0.7122	3	139	261	23	2022.087	39.4348	1.4268
6225	estimation	0.0415	-0.804	1	175	337	40	2022.8	19.475	0.9112
6283	evolutionary algorithm	0.7312	0.6939	5	77	138	16	2022.3125	25.125	1.0167
6285	evolutionary algorithms	0.1509	0.7373	5	61	84	7	2022.2857	26.5714	1.2616
6286	evolutionary computation	0.2983	0.3718	5	68	109	13	2023.0769	17.7692	1.0953
6304	execution	0.4451	0.621	3	53	79	8	2019.5	58.25	0.8945
6362	extreme edge	-0.763	0.2177	3	60	85	7	2021.5714	24.8571	0.8357
6387	face recognition	-0.5591	-0.6681	1	89	141	25	2021.48	22.4	0.8405
6409	fading channels	1.018	-0.2848	2	81	146	14	2022.3571	68.4286	1.7977
6422	fairness	1.2723	0.2333	2	122	259	27	2021.3704	36.6667	1.3544
6427	fall detection	-0.5501	-0.545	1	57	83	11	2021.4545	39.0909	1.1009
6454	fault detection	-0.8468	-0.3428	1	69	121	15	2022	22.6667	1.0111
6457	fault diagnosis	-0.7062	-0.465	1	77	104	14	2023.1429	20.5714	1.7302
6464	fault tolerance	-0.5705	0.5645	4	128	281	29	2022.8966	11.5517	0.8286
6465	fault tolerant systems	-0.5384	0.559	4	119	245	22	2023.2273	13.1364	1.2472
6466	fault-detection	-0.838	-0.5594	1	63	94	12	2023	27.4167	0.8448
6467	fault-diagnosis	-1.0155	-0.3179	1	52	83	14	2022.5714	19.9286	1.0604
6468	fault-tolerance	-0.3666	0.8642	3	67	89	10	2021.1	29.6	1.0012
6490	feature extraction	-0.3796	-0.655	1	332	1128	133	2023.0075	16.2782	0.8552
6503	feature selection	-0.8498	-0.2081	1	55	83	11	2021.3636	11.7273	0.4102
6509	features	-0.6683	-0.7523	1	66	96	20	2021.45	30.6	0.7874
6535	federated learning	-0.2271	-0.5333	1	407	2332	320	2023.2469	35.7781	1.6767
6536	federated learning (fl)	-0.2041	-0.3644	1	282	1027	108	2023.2315	42.2315	2.6883
6595	field programmable gate arrays	-0.6605	-0.809	1	75	123	13	2022.1538	12.6923	0.6871
6605	fifth generation (5g)	-0.0522	0.5038	3	82	103	8	2021.625	71.375	1.6977
6756	fog	-0.311	0.7173	3	510	2642	275	2021.6836	47.7782	1.2452
6764	fog computing	-0.4449	0.7384	3	642	5451	563	2021.3943	61.9609	1.4728
6765	fog computing (fc)	-0.128	0.8912	3	64	90	7	2021.8571	35.2857	1.3443
6821	fog/edge computing	-0.661	-0.2717	1	69	94	14	2021.2143	150.2143	2.8719
6849	forecasting	-0.4277	-0.7392	1	67	104	11	2022.0909	31.1818	1.2042
6893	fourth industrial revolution	-0.652	0.0169	3	103	148	10	2023.4	36.2	3.0053
6896	fpga	-0.7879	-0.7933	1	50	93	17	2022.1765	8.1765	0.304
6917	framework	-0.3965	0.2981	3	691	4351	468	2021.9679	34.5363	1.4626
7010	fusion	-0.4849	-0.6749	1	99	131	20	2022.2	27.25	1.2841
7012	future	-0.3314	0.0586	3	303	806	79	2021.7342	49.1772	1.7153
7039	fuzzy logic	-0.3932	0.6359	3	118	225	36	2021.4167	22.8889	0.6996
7060	fuzzy-logic	-0.1001	0.5434	3	67	93	12	2021.0833	24.4167	0.9987
7080	game	0.7531	0.334	6	203	496	49	2021.7551	36	1.3474
7082	game theory	0.6365	0.5948	6	264	819	84	2021.9048	41.881	1.6739
7088	games	0.7435	0.4343	6	325	1492	131	2022.8244	24.4656	1.237
7120	gateway	-0.6575	0.6457	3	52	93	11	2020.9091	18.9091	0.5012
7147	generation	-0.4527	-0.0539	1	129	209	23	2021.5652	26.6957	1.2537
7153	generative adversarial networks	-0.6122	-0.3265	4	82	140	16	2023.6875	14.625	1.0133
7167	genetic algorithm	0.4723	0.4071	5	184	409	59	2021.8814	24.322	1.0109
7170	genetic algorithms	0.6223	0.4706	5	83	144	16	2023.25	19.875	1.3588
7202	gesture recognition	-0.5136	-0.9924	1	50	80	13	2023	16.2308	0.8749
7318	graph neural networks	0.4405	0.2236	5	64	93	14	2023.7143	2.1429	0.242
7343	graphics processing units	0.2618	-0.4665	1	70	84	9	2022.8889	8.6667	0.473
7371	green computing	0.068	-0.3482	1	109	182	20	2021.8	159.7	2.1153
7388	green products	-0.2319	-0.0648	5	68	92	8	2021.75	47.375	2.2152
7479	handover	0.7087	0.8273	2	82	126	13	2022.7692	12.3846	1.2664
7494	hardware	-0.3536	-0.4864	1	296	765	86	2022	19.4302	0.9372
7551	health	-0.6224	-0.1978	1	169	327	45	2020.8444	38.4444	1.0076
7573	health-care	-0.8078	-0.0361	3	207	495	50	2021.88	32.52	1.469
7580	healthcare	-0.9956	-0.1505	1	197	548	60	2022.2833	33.7833	1.6838
7706	heterogeneous networks	0.5546	0.4815	3	161	284	27	2021.5556	86.9259	2.2766
7738	heuristic algorithms	0.699	0.0845	2	471	2582	222	2023.4144	17.2703	1.1098
7749	hidden markov models	0.0306	-0.3926	1	85	106	10	2022.7	11.9	0.6503
7879	homomorphic encryption	-1.2495	0.1753	4	52	81	11	2022.0909	36	1.3861
7895	hospitals	-1.2414	-0.0157	4	53	78	7	2022	40.2857	1.4106
7913	human activity recognition	-0.3865	-0.7683	1	121	227	38	2023.0789	25.4211	0.891
7914	human activity recognition (har)	-0.4411	-0.9679	1	59	93	14	2022.6429	48.3571	1.7263
7968	hybrid	-0.2401	0.2316	5	60	76	11	2021.3636	35.5455	1.8553
8056	hyperledger fabric	-0.7871	0.7004	4	48	94	11	2021.5455	27	0.8739
8080	icn	-0.3487	0.5441	3	58	85	10	2022.1	22.4	0.5457
8091	identification	-0.5763	-0.2923	1	142	228	36	2021.7778	15.3889	0.8725
8114	ieee 802	0.366	-0.1873	5	69	95	9	2021.5556	28.3333	1.0622
8139	iiot	-0.4513	0.1545	3	213	484	63	2022.3968	23.873	1.2281
8153	image classification	-0.2401	-0.8272	1	64	86	12	2022.3333	25.9167	0.6822
8155	image coding	0.0768	-0.7688	1	61	90	12	2022.4167	17.5	0.7119
8165	image edge detection	-0.3168	-0.5515	1	396	1454	152	2022.5132	25.7829	1.0426
8208	impact	-0.1852	-0.4703	1	103	144	21	2021.8571	18.0476	0.8711
8222	implementation	-0.6591	-0.3639	1	151	266	34	2021.2059	23.4118	1.1103
8280	incentive mechanism	0.4084	0.5034	4	179	419	44	2022.75	23.6591	1.1849
8295	incomplete information	0.6309	0.0968	6	70	112	9	2021.8889	23.8889	0.7636
8329	indexes	0.2126	-0.1119	5	141	240	27	2022.4815	26.2963	0.8567
8352	indoor localization	-0.2844	-0.7734	1	82	130	22	2022.1364	25.3182	0.8491
8391	industrial internet	-0.2953	0.3539	3	372	1175	114	2022.2632	39.5877	1.4841
8395	industrial internet of things	-0.2787	-0.0051	4	469	2200	236	2022.8093	25.2585	1.482
8396	industrial internet of things (iiot)	-0.1859	-0.1168	4	332	1293	153	2022.4837	38.634	1.7179
8401	industrial internet of things (iot)	0.0249	-0.0446	4	82	119	12	2022.3333	35.3333	1.3622
8408	industrial iot	-0.3446	0.2536	3	173	336	37	2023.1081	24.5946	0.9117
8435	industries	-0.4731	0.1068	3	247	587	47	2021.9574	53.9149	2.0541
8437	industry 4	-0.8199	0.3088	3	163	445	40	2021.65	42.125	1.4548
8438	industry 4.0	-0.743	0.1636	3	209	543	65	2022.4769	39.1231	1.4543
8440	industry 40	-0.6314	0.4122	3	89	120	7	2021.7143	76.1429	3.4008
8442	industry 5.0	-0.333	-0.157	3	66	96	12	2023.8333	87.3333	6.3505
8459	inference	-0.4288	-0.4528	1	169	380	38	2022.8947	29.2895	1.4621
8463	inference algorithms	0.1323	-0.4509	1	104	139	13	2023.2308	26.4615	1.4158
8486	informatics	-0.2803	-0.4619	1	87	144	17	2021.2353	58.7647	1.9303
8487	information	0.4551	-0.4067	2	323	937	106	2021.8491	41.5377	1.3389
8525	information security	-1.1952	-0.1728	4	49	76	12	2021.5833	17.3333	0.5594
8539	information-centric networking	-0.0117	0.6545	3	85	131	18	2021	62.2222	0.9745
8553	infrastructure	-0.4588	0.3792	3	124	181	22	2021.4545	48	1.3512
8585	inspection	-0.0785	-0.6778	1	59	81	10	2022	13.8	0.5172
8629	integrated sensing and communication	0.8145	-0.8586	2	53	81	9	2023.6667	16.1111	1.2086
8638	integration	-0.3249	0.5942	3	214	600	66	2021.7121	43.0303	1.4919
8651	intelligence	-0.2198	-0.2398	1	326	1065	110	2022.6636	27.0455	1.2798
